POSITION,PLAYER,TEAM,TOI,GP,TOI/GP,GOALS/60,TOTAL ASSISTS/60,FIRST ASSISTS/60,SECOND ASSISTS/60,TOTAL POINTS/60,IPP,SHOTS/60,SH%,IXG/60,ICF/60,IFF/60,ISCF/60,IHDCF/60,RUSH ATTEMPTS/60,REBOUNDS CREATED/60,PIM/60,TOTAL PENALTIES/60,MINOR/60,MAJOR/60,MISCONDUCT/60,PENALTIES DRAWN/60,GIVEAWAYS/60,TAKEAWAYS/60,HITS/60,HITS TAKEN/60,SHOTS BLOCKED/60,FACEOFFS WON/60,FACEOFFS LOST/60,FACEOFFS %,CF/60,CA/60,CF%,FF/60,FA/60,FF%,SF/60,SA/60,SF%,GF/60,GA/60,GF%,XGF/60,XGA/60,XGF%,SCF/60,SCA/60,SCF%,HDCF/60,HDCA/60,HDCF%,HDGF/60,HDGA/60,HDGF%,MDCF/60,MDCA/60,MDCF%,MDGF/60,MDGA/60,MDGF%,LDCF/60,LDCA/60,LDCF%,LDGF/60,LDGA/60,LDGF%,ON-ICE SH%,ON-ICE SV%,PDO,OFF. ZONE STARTS/60,NEU. ZONE STARTS/60,DEF. ZONE STARTS/60,ON THE FLY STARTS/60,OFF. ZONE START %,OFF. ZONE FACEOFFS/60,NEU. ZONE FACEOFFS/60,DEF. ZONE FACEOFFS/60,OFF. ZONE FACEOFF %,AGE,DATE OF BIRTH,BIRTH CITY,BIRTH STATE/PROVINCE,BIRTH COUNTRY,NATIONALITY,HEIGHT (IN),WEIGHT (LBS),DRAFT YEAR,DRAFT TEAM,DRAFT ROUND,ROUND PICK,OVERALL DRAFT POSITION,COUNTRY,HANDED,DRAFTED,SIGNING TEAM,TYPE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,AAV,SALARY,BASE SALARY,S.BONUS,P.BONUS,SEASON,SALARY CAP,SALARY CAP PERCENTAGE,DECEASED,PRED_SALARY_PERCENTAGE,PRED_AAV,DIFF
c,tyler seguin,dal,1399.85,72,19.442361111111,1.41,1.71,1.11,0.6,3.13,65.18,11.92,0.1186999999999999,1.21,21.99,16.42,11.74,3.69,0.9,1.07,0.69,0.34,0.34,0.0,0.0,0.69,1.97,0.9,3.43,1.37,1.16,20.15,16.12,0.0237999999999999,74.88,47.41,0.6123,55.16,35.58,0.6079,39.95,25.29,0.6124,4.8,2.96,0.6188,3.99,2.33,0.6311,37.8,23.87,0.6129,15.43,11.14,0.5806,2.49,2.01,0.5524,29.83,16.97,0.6374,1.54,0.51,0.75,45.38,27.67,0.6212,1.11,0.74,0.6,0.1202,0.8831,1.003,14.79,15.04,6.9,36.78,0.6818000000000001,30.56,22.46,15.43,0.6645,23,1992-01-31,Brampton,ON,CAN,CAN,73,205,2010.0,BOS,1.0,2.0,2.0,Canada,Right,2 - Round 1 - 2010 (BOS),BOS,Standard (1-way),21,,6,UFA,2019,5750000,"$5,750,000.00",6000000,6000000,0,0,2015-16,71400000,0.080532212885154,0,0.08717395,"$6,224,220.00","$474,220.00"
c,tyler toffoli,wpg,1419.65,82,17.312804878049,1.31,1.14,0.68,0.46,2.45,61.7,9.0,0.1455,1.06,17.46,13.31,11.07,4.56,0.76,1.18,0.85,0.42,0.42,0.0,0.0,0.46,1.61,1.35,2.96,3.8,0.8,0.0,0.17,0.0,73.24,47.55,0.6064,53.08,36.85,0.5902000000000001,35.97,25.49,0.5853,3.97,2.03,0.662,3.33,2.41,0.5798,33.68,22.7,0.5975,12.68,8.71,0.5929,1.94,0.85,0.6970000000000001,28.01,18.65,0.6002000000000001,1.24,0.79,0.6111,47.62,30.4,0.6103000000000001,1.59,0.67,0.7027,0.1105,0.9204,1.031,14.58,12.0,8.37,42.86,0.6354,27.22,19.06,16.99,0.6157,23,1992-04-24,Scarborough,ON,CAN,CAN,72,203,2010.0,L.A,2.0,17.0,47.0,Canada,Right,47 - Round 2 - 2010 (LAK),LAK,Standard (1-way),23,,2,RFA,2017,3250000,"$3,250,000.00",2600000,2600000,0,0,2015-16,71400000,0.0455182072829131,0,0.03728508,"$2,662,154.00","$-587,846.00"
c,valtteri filppula,-,1387.5166666667,76,18.256798245614,0.35,0.99,0.52,0.48,1.34,57.41,4.37,0.0791999999999999,0.37,7.05,5.54,4.19,1.69,0.3,0.22,1.99,0.99,0.99,0.0,0.0,0.52,1.6,1.3,1.3,4.32,1.08,27.33,25.25,0.0225,56.22,52.28,0.5181,42.51,39.52,0.5182,30.31,28.41,0.5162,2.34,2.29,0.5047,2.56,2.44,0.5117,24.69,23.22,0.5153,9.12,8.04,0.5315,1.17,1.08,0.5192,20.76,20.24,0.5063,0.98,0.58,0.6296,41.1,36.79,0.5277000000000001,0.56,0.81,0.4090999999999999,0.077,0.9193,0.996,13.58,14.01,11.81,33.73,0.5349,23.13,18.81,20.97,0.5245000000000001,31,1984-03-20,Vantaa,FIN,FIN,,72,189,2002.0,DET,3.0,32.0,,Finland,Left,95 - Round 3 - 2002 (DET),TBL,Standard (1-way),29,"M-NTC, NMC",5,UFA,2018,5000000,"$5,000,000.00",6000000,6000000,0,0,2015-16,71400000,0.0700280112044818,0,0.06729506,"$4,804,867.00","$-195,133.00"
c,vernon fiddler,-,954.5,82,11.640243902439,0.75,0.63,0.25,0.38,1.38,66.67,6.16,0.1224,0.66,11.75,9.62,6.47,2.64,0.57,1.13,1.95,0.88,0.82,0.06,0.0,1.07,0.94,1.51,2.64,5.66,2.45,28.6,27.78,0.0319,48.65,62.61,0.4372999999999999,36.08,45.26,0.4436,24.83,31.3,0.4422999999999999,2.07,2.89,0.4177,2.2,2.92,0.4288,22.63,26.9,0.4569,9.18,10.81,0.4590999999999999,1.19,1.32,0.475,17.94,21.46,0.4553,0.34,0.92,0.2667,29.51,43.49,0.4042,0.73,1.18,0.381,0.0834999999999999,0.9076,0.991,9.11,13.39,20.3,50.67,0.3098,14.46,19.05,30.05,0.3249,35,1980-05-09,Edmonton,AB,CAN,CAN,71,205,0.0,-,,,,Canada,Left,-,DAL,Standard (1-way),34,,2,UFA,2016,1250000,"$1,250,000.00",1500000,1500000,0,0,2015-16,71400000,0.0175070028011204,0,0.015581727,"$1,112,535.00","$-137,465.00"
c,victor rask,-,1358.65,80,16.983125,0.93,1.19,0.44,0.75,2.12,62.34,7.07,0.1313,0.76,13.03,10.38,7.11,3.14,0.35,0.79,1.06,0.53,0.53,0.0,0.0,0.53,1.37,1.85,1.41,3.84,1.5,21.15,20.14,0.0226,64.17,49.81,0.563,49.11,38.51,0.5605,34.93,27.29,0.5614,3.4,2.65,0.562,3.21,2.6,0.5523,28.22,26.06,0.5199,12.41,11.08,0.5282,1.77,1.19,0.597,21.08,19.96,0.5136,1.35,1.41,0.4894,46.18,28.96,0.6146,0.89,0.51,0.6364,0.0973,0.9029,1.0,15.99,11.7,7.99,41.38,0.6667000000000001,26.81,16.07,13.78,0.6605,22,1993-03-01,Leksand,SWE,SWE,,74,199,2011.0,CAR,2.0,12.0,,Sweden,Left,42 - Round 2 - 2011 (CAR),CAR,Entry-Level,18,,3,RFA,2016,680833,"$863,333.00",750000,750000,0,82500,2015-16,71400000,0.0095354761904761,0,0.022024663,"$1,572,560.00","$709,227.00"
c,vincent trocheck,nyr,1350.5333333333,76,17.770175438596,1.11,1.24,0.76,0.49,2.35,73.61,7.77,0.1429,0.86,13.33,10.66,8.17,3.38,0.71,1.02,1.95,0.98,0.98,0.0,0.0,1.16,1.47,1.91,5.55,6.89,1.82,24.3,24.83,0.022,56.96,45.94,0.5535,43.63,35.76,0.5495,31.59,25.95,0.5489999999999999,3.2,1.91,0.6261,2.96,2.22,0.5720000000000001,26.83,21.15,0.5593,10.75,8.93,0.5463,1.64,1.16,0.5872999999999999,21.44,16.29,0.5683,1.3,0.53,0.7097,39.02,30.16,0.564,0.83,0.26,0.7646999999999999,0.1013,0.9264,1.028,12.48,11.28,8.26,39.54,0.6017,23.86,19.15,19.55,0.5496,21,1993-07-11,Pittsburgh,PA,USA,USA,71,184,2011.0,FLA,3.0,3.0,64.0,United States,Right,64 - Round 3 - 2011 (FLA),FLA,Entry-Level,19,,3,RFA,2016,661667,"$894,167.00",600000,600000,0,232500,2015-16,71400000,0.0092670448179271,0,0.03211178,"$2,292,781.00","$1,398,614.00"
c,vladislav namestnikov,wpg,1129.2666666667,80,14.115833333333,0.74,1.12,0.58,0.53,1.86,64.81,5.63,0.1321,0.56,9.4,7.49,6.48,3.24,0.58,0.74,2.39,0.96,0.8,0.16,0.0,1.17,0.96,0.8,2.6,5.74,1.75,9.3,11.48,0.0237999999999999,59.72,42.82,0.5824,44.52,32.89,0.5752,31.67,23.59,0.5731,2.87,1.54,0.6506000000000001,2.52,1.69,0.5988,26.57,18.49,0.5896,10.73,6.91,0.6084,1.17,0.8,0.5946,21.11,15.44,0.5775,1.56,0.64,0.7097,43.51,29.55,0.5956,0.77,0.23,0.7692,0.0906,0.9347,1.025,12.59,13.02,6.11,42.13,0.6733,21.41,18.86,13.81,0.6078,22,1992-11-22,Zhukovskiy,RUS,RUS,,72,179,2011.0,T.B,1.0,27.0,,Russia,Left,27 - Round 1 - 2011 (TBL),TBL,Standard (2-way),22,,1,RFA,2016,874125,"$874,125.00",874125,874125,0,0,2015-16,71400000,0.0122426470588235,0,0.028547714,"$2,038,306.00","$1,164,181.00"
c,william karlsson,vgk,1172.0666666667,81,14.469958847737,0.46,0.56,0.31,0.26,1.02,60.61,5.53,0.0833,0.57,9.16,7.47,5.22,2.46,0.31,0.36,0.31,0.15,0.15,0.0,0.0,0.51,1.08,2.15,2.05,3.74,2.46,21.3,25.34,0.0233999999999999,45.41,59.02,0.4347999999999999,34.2,43.15,0.4421,24.62,31.74,0.4368999999999999,1.69,2.97,0.3626,2.34,2.95,0.4422,21.91,24.88,0.4683,9.88,10.49,0.4849,1.02,1.43,0.4167,16.04,19.18,0.4553999999999999,0.41,1.02,0.2857,28.32,42.89,0.3977,0.37,0.96,0.2778,0.0686,0.9065,0.975,8.6,12.49,13.72,46.74,0.3853,13.98,18.17,23.04,0.3776,22,1993-01-08,Marsta,SWE,SWE,,72,190,2011.0,ANA,2.0,23.0,,Sweden,Left,53 - Round 2 - 2011 (ANA),ANA,Entry-Level,20,,3,RFA,2016,830833,"$925,000.00",925000,832500,92500,0,2015-16,71400000,0.0116363165266106,0,0.017767875,"$1,268,626.00","$343,626.00"
c,zack smith,-,1247.3833333333,81,15.399794238683,1.2,0.53,0.34,0.19,1.73,59.02,5.82,0.2066,0.67,10.58,8.47,6.35,3.27,0.48,0.48,3.85,1.44,1.2,0.19,0.05,1.64,1.25,1.59,8.42,5.19,1.25,18.28,16.79,0.0250999999999999,58.3,55.32,0.5131,42.76,42.04,0.5043,29.53,29.53,0.5,2.93,2.31,0.5596,2.47,2.73,0.4758,24.92,25.69,0.4924,8.99,9.86,0.477,1.25,1.35,0.4815,21.23,21.1,0.5015,1.15,0.58,0.6667000000000001,40.78,37.87,0.5186,0.9,0.49,0.65,0.0993,0.9218,1.021,9.96,14.82,11.78,42.86,0.4579999999999999,17.94,20.68,21.12,0.4594,27,1988-04-05,Maple Creek,SK,CAN,CAN,74,208,2008.0,OTT,3.0,18.0,79.0,Canada,Left,79 - Round 3 - 2008 (OTT),OTT,Standard (1-way),24,,4,UFA,2017,1887500,"$1,887,500.00",2000000,2000000,0,0,2015-16,71400000,0.0264355742296918,0,0.02772403,"$1,979,495.00","$91,995.00"
c,zemgus girgensons,buf,1067.5666666667,71,15.036150234742,0.39,0.62,0.51,0.11,1.01,58.06,6.18,0.0636,0.57,10.06,7.92,5.79,2.59,0.22,0.73,1.12,0.51,0.51,0.0,0.0,1.52,1.01,0.9,7.03,6.41,2.3,8.6,10.23,0.0256999999999999,49.68,54.18,0.4784,36.59,40.86,0.4724,26.86,29.17,0.4794,1.74,2.19,0.4429,2.08,2.49,0.4547,21.98,22.71,0.4918,9.1,9.95,0.4779,1.12,1.18,0.4878,17.16,17.01,0.5022,0.6,0.67,0.4706,35.15,38.72,0.4758,0.24,0.65,0.2727,0.0649,0.9249,0.99,10.57,13.15,10.17,46.99,0.5095000000000001,19.22,20.51,19.45,0.4971,21,1994-01-05,Riga,LVA,LVA,,74,200,2012.0,BUF,1.0,14.0,,Latvia,Left,14 - Round 1 - 2012 (BUF),BUF,Entry-Level,18,,3,RFA,2016,894167,"$1,369,167.00",832500,832500,0,25000,2015-16,71400000,0.0125233473389355,0,0.021050958,"$1,503,038.00","$133,871.00"
c,adam henrique,edm,1490.1166666667,82,18.172154471545,0.81,0.81,0.52,0.28,1.61,63.49,5.72,0.1408,0.65,9.78,7.65,6.36,3.26,0.24,0.56,1.53,0.6,0.56,0.0,0.04,0.77,1.13,1.81,3.54,3.78,2.74,23.56,25.33,0.0194,50.57,56.81,0.4709,38.37,44.13,0.4650999999999999,27.62,31.69,0.4657,2.54,3.34,0.4315,2.49,2.91,0.4609,21.38,25.37,0.4574,9.02,9.7,0.4817,1.53,1.25,0.5507,16.48,20.88,0.4411,0.75,2.09,0.2642,36.12,39.49,0.4777,0.58,0.52,0.5263,0.0917999999999999,0.8945000000000001,0.986,9.99,11.03,13.65,40.99,0.4225,20.58,17.56,23.92,0.4624,26,1990-02-06,Brantford,ON,CAN,CAN,72,195,2008.0,N.J,3.0,21.0,82.0,Canada,Left,82 - Round 3 - 2008 (NJD),NJD,Standard (1-way),23,,6,UFA,2019,4000000,"$4,000,000.00",4500000,4500000,0,0,2016-17,73000000,0.0547945205479452,0,0.04801501,"$3,505,095.00","$-494,905.00"
"c, l",adam lowry,wpg,1316.0333333333,82,16.04918699187,0.68,0.64,0.32,0.32,1.32,50.88,5.56,0.123,0.79,9.12,7.48,6.2,3.78,0.23,1.09,2.37,0.87,0.73,0.09,0.05,0.78,1.09,1.32,9.89,5.15,2.55,30.0,29.04,0.0232,51.43,59.18,0.465,39.48,44.0,0.473,28.72,32.37,0.4700999999999999,2.6,2.96,0.4672,2.71,2.87,0.4855,25.58,25.99,0.496,11.03,10.26,0.5182,1.23,1.41,0.4654999999999999,19.39,20.97,0.4804,0.85,1.03,0.4515999999999999,32.73,40.11,0.4493999999999999,1.05,1.05,0.5,0.0905,0.9085,0.999,10.62,14.95,17.23,44.22,0.3813,17.1,20.2,27.67,0.3818999999999999,23,1993-03-29,St. Louis,MO,USA,USA,78,208,2011.0,WPG,3.0,6.0,67.0,United States,Left,67 - Round 3 - 2011 (WPG),WPG,Standard (1-way),23,,2,RFA,2018,1125000,"$1,125,000.00",1000000,1000000,0,0,2016-17,73000000,0.0154109589041095,0,0.027798155,"$2,029,265.00","$904,265.00"
c,alan quine,-,763.76666666667,61,12.520765027322,0.39,1.02,0.47,0.55,1.41,50.0,6.44,0.061,0.57,9.82,7.78,5.73,3.14,0.47,0.47,0.63,0.31,0.31,0.0,0.0,0.31,1.41,1.34,6.05,3.54,2.28,20.74,22.47,0.0377,56.33,64.97,0.4644,41.71,47.76,0.4661999999999999,31.19,34.8,0.4725999999999999,2.83,2.91,0.4932,2.4,2.91,0.452,24.27,32.05,0.431,10.61,12.73,0.4545,1.73,1.81,0.4889,18.23,25.77,0.4143,0.73,0.63,0.5385,36.77,39.6,0.4814,0.79,0.68,0.5385,0.0907,0.9165,1.007,9.11,13.28,8.33,52.63,0.5225,16.5,19.72,18.07,0.4772999999999999,23,1993-02-25,Belleville,ON,CAN,CAN,72,203,2013.0,NYI,6.0,15.0,166.0,Canada,Left,166 - Round 6 - 2013 (NYI),NYI,Standard (1-way),23,,2,UFANo QO,2018,612500,"$612,500.00",575000,575000,0,0,2016-17,73000000,0.0083904109589041,0,0.013087461,"$955,384.00","$342,884.00"
c,aleksander barkov,fla,1184.1,61,19.411475409836,1.06,1.57,1.06,0.51,2.63,73.24,7.2,0.1479,0.72,11.45,9.58,6.89,3.04,0.25,0.86,0.51,0.25,0.25,0.0,0.0,0.86,1.52,2.48,1.98,4.56,1.52,24.12,27.72,0.0236,64.45,42.87,0.6006,50.11,35.22,0.5872999999999999,37.6,26.55,0.5861,3.6,2.18,0.6228,3.27,2.23,0.595,29.69,20.22,0.5949,10.59,8.77,0.5471,1.47,1.06,0.58,25.47,15.27,0.6252,2.03,0.95,0.6818000000000001,45.09,27.89,0.6179,0.66,0.51,0.5625,0.0957,0.9179,1.014,14.95,13.53,8.82,36.84,0.629,26.96,18.65,16.01,0.6274000000000001,20,1995-09-02,Tampere,FIN,FIN,,75,215,2013.0,FLA,1.0,2.0,,Finland,Left,2 - Round 1 - 2013 (FLA),FLA,Standard (1-way),20,,6,UFA,2022,5900000,"$5,900,000.00",4500000,4500000,0,0,2016-17,73000000,0.0808219178082191,0,0.05700731,"$4,161,533.00","$-1,738,467.00"
c,alex galchenyuk,-,971.71666666667,61,15.929781420765,1.05,1.67,0.99,0.68,2.72,73.33,6.42,0.1635,0.7,12.23,9.26,6.73,3.15,0.43,0.93,1.48,0.68,0.68,0.0,0.0,0.43,2.1,1.05,2.22,5.19,1.98,16.92,22.72,0.0264,63.54,53.1,0.5447,47.17,40.14,0.5403,33.47,30.63,0.5222,3.7,2.9,0.5607,3.05,2.67,0.5328,27.17,26.18,0.5093,13.28,11.79,0.5296,1.73,1.61,0.5185,18.52,19.18,0.4913,1.4,1.15,0.5484,45.13,33.71,0.5724,1.25,0.54,0.7,0.1107,0.9052,1.016,18.4,10.87,3.58,44.03,0.8371,28.59,16.55,10.06,0.7395999999999999,22,1994-02-12,Milwaukee,WI,USA,USA,73,194,2012.0,MTL,1.0,3.0,3.0,United States,Left,3 - Round 1 - 2012 (MTL),MTL,Standard (1-way),21,,2,RFA,2017,2800000,"$2,800,000.00",3100000,3100000,0,0,2016-17,73000000,0.0383561643835616,0,0.03828165,"$2,794,560.00","$-5,440.00"
"c, l",alex killorn,ana,1458.2333333333,81,18.002880658436,0.78,0.7,0.45,0.25,1.48,50.7,7.28,0.1073,0.68,12.22,10.0,6.91,3.04,0.45,0.62,2.72,1.23,1.15,0.08,0.0,1.07,1.77,1.36,4.07,4.61,1.03,0.16,0.33,0.0137,58.1,49.54,0.5398,43.08,38.39,0.5288,30.16,28.27,0.5162,2.92,2.63,0.5259,2.57,2.36,0.521,26.25,23.7,0.5255,9.38,8.93,0.5124,1.32,1.07,0.5517,22.49,19.7,0.5332,1.37,0.99,0.5814,41.37,32.33,0.5613,0.77,0.89,0.4643,0.0969,0.9068,1.004,13.04,13.13,9.01,39.66,0.5914,20.94,18.1,16.95,0.5527000000000001,26,1989-09-14,Halifax,NS,CAN,CAN,73,194,2007.0,T.B,3.0,16.0,77.0,Canada,Left,77 - Round 3 - 2007 (TBL),TBL,Standard (1-way),26,,7,UFA,2023,4450000,"$4,450,000.00",4450000,4450000,0,0,2016-17,73000000,0.060958904109589,0,0.047878634,"$3,495,140.00","$-954,860.00"
c,alexander wennberg,nyr,1470.2,80,18.3775,0.53,1.88,1.1,0.78,2.41,66.29,4.45,0.1193,0.41,7.59,5.51,4.08,1.67,0.12,0.65,0.86,0.37,0.33,0.04,0.0,0.65,1.27,1.8,2.37,3.31,2.29,24.85,27.59,0.0192999999999999,60.85,47.71,0.5605,45.71,35.83,0.5606,33.95,25.38,0.5722,3.63,2.0,0.6448999999999999,3.21,2.32,0.5804,29.06,20.9,0.5817,12.94,9.3,0.5817,1.88,1.18,0.6133,21.49,15.45,0.5817,1.52,0.27,0.8484999999999999,38.97,31.89,0.5499,0.88,0.83,0.5172,0.107,0.9212,1.028,16.0,14.41,6.94,39.75,0.6975,27.38,19.59,13.88,0.6637000000000001,21,1994-09-22,Stockholm,SWE,SWE,,74,190,2013.0,CBJ,1.0,14.0,,Sweden,Left,14 - Round 1 - 2013 (CBJ),CBJ,Entry-Level,20,,3,RFA,2017,925000,"$1,400,000.00",925000,832500,92500,475000,2016-17,73000000,0.0126712328767123,0,0.029192291,"$2,131,037.00","$731,037.00"
c,andreas athanasiou,chi,861.71666666667,64,13.464322916667,1.25,0.77,0.35,0.42,2.02,69.05,8.36,0.15,0.76,16.43,12.6,8.36,3.55,0.28,0.7,1.95,0.7,0.56,0.14,0.0,1.11,1.32,1.18,2.09,4.25,1.46,2.58,3.2,0.031,53.96,53.27,0.5032,41.92,41.71,0.5012,28.69,30.15,0.4876,2.92,3.06,0.4884,2.42,2.6,0.4815,23.46,23.74,0.4971,9.61,10.58,0.4759,1.67,1.39,0.5455,18.47,17.55,0.5129,1.02,1.02,0.5,38.02,35.91,0.5143,0.7,1.11,0.3889,0.1018999999999999,0.8984000000000001,1.0,16.29,12.67,6.2,48.46,0.7245,24.09,17.2,13.3,0.6443000000000001,21,1994-08-06,London,ON,CAN,CAN,74,190,2012.0,DET,4.0,19.0,110.0,Canada,Left,110 - Round 4 - 2012 (DET),DET,Entry-Level,19,,3,RFA,2017,628333,"$902,500.00",575000,575000,0,257500,2016-17,73000000,0.008607301369863,0,0.013470693,"$983,360.00","$80,860.00"
"c, l",andrew cogliano,col,1241.3166666667,82,15.138008130081,0.77,0.92,0.48,0.44,1.69,72.92,8.65,0.0894,0.8,14.16,11.12,7.2,3.29,0.73,0.87,1.26,0.63,0.63,0.0,0.0,0.82,1.26,0.92,3.67,2.61,1.31,0.39,0.48,0.0215,57.57,56.5,0.5047,43.99,42.73,0.5072,32.09,30.5,0.5127,2.32,2.22,0.5106,2.8,2.97,0.4852,28.23,29.48,0.4891,11.94,13.2,0.475,1.4,1.26,0.5273,21.72,21.72,0.5,0.64,0.71,0.4761999999999999,34.98,34.63,0.5025,0.49,0.56,0.4667,0.0723,0.9271,0.999,8.7,15.71,9.18,56.02,0.4865,14.07,20.59,17.45,0.4463,29,1987-06-14,Toronto,ON,CAN,CAN,70,179,2005.0,EDM,1.0,25.0,25.0,Canada,Left,25 - Round 1 - 2005 (EDM),ANA,Standard (1-way),27,M-NTC,4,UFA,2018,3000000,"$3,000,000.00",3100000,3100000,0,0,2016-17,73000000,0.0410958904109589,0,0.026329251,"$1,922,035.00","$-1,077,965.00"
c,andrew copp,det,789.95,64,12.34296875,0.68,0.61,0.46,0.15,1.29,62.96,5.85,0.1168999999999999,0.64,9.57,7.82,6.91,2.96,0.3,0.46,1.37,0.68,0.68,0.0,0.0,0.3,1.22,1.52,6.61,5.01,2.13,7.22,7.37,0.0375999999999999,46.48,58.03,0.4448,34.94,41.4,0.4577,25.98,28.86,0.4736999999999999,2.05,2.35,0.4654999999999999,2.29,2.39,0.4895,23.39,24.91,0.4843,9.42,8.51,0.5254,0.99,0.91,0.52,18.63,21.87,0.46,0.91,1.22,0.4286,27.76,39.61,0.4121,0.33,0.77,0.3,0.0789,0.9184,0.997,8.35,15.65,11.62,53.55,0.4183,14.43,20.51,19.14,0.4299,21,1994-07-08,Ann Arbor,MI,USA,USA,73,199,2013.0,WPG,4.0,13.0,104.0,United States,Left,104 - Round 4 - 2013 (WPG),WPG,Entry-Level,19,,3,10.2(c),2017,925000,"$925,000.00",925000,832500,92500,0,2016-17,73000000,0.0126712328767123,0,0.015146891,"$1,105,723.00","$180,723.00"
c,andrew shaw,-,1033.7166666667,68,15.201715686275,0.7,0.99,0.41,0.58,1.68,55.77,7.37,0.0944999999999999,0.84,12.83,9.69,9.11,4.76,0.35,1.16,5.8,1.63,1.1,0.35,0.17,1.51,1.68,1.63,8.53,9.05,2.21,13.87,11.55,0.0317,64.49,46.61,0.5805,45.74,33.84,0.5748,32.27,25.42,0.5594,3.02,1.92,0.6118,2.81,1.97,0.5871999999999999,27.11,20.61,0.5681,11.55,8.42,0.5785,1.45,0.75,0.6579,20.74,16.25,0.5607,1.01,1.08,0.4815,45.94,30.52,0.6009,1.09,0.42,0.7222,0.0935,0.9247,1.018,12.77,12.6,9.4,42.02,0.5759000000000001,22.69,17.7,17.82,0.5602,24,1991-07-20,Belleville,ON,CAN,CAN,71,182,2011.0,CHI,5.0,18.0,139.0,Canada,Right,139 - Round 5 - 2011 (CHI),MTL,Standard (1-way),24,,6,UFA,2022,3900000,"$3,900,000.00",5500000,3000000,2500000,0,2016-17,73000000,0.0534246575342465,0,0.042209156,"$3,081,268.00","$-818,732.00"
c,anthony beauvillier,nsh,859.38333333333,66,13.02095959596,0.63,1.05,0.56,0.49,1.68,61.54,7.05,0.0891,0.6,11.87,9.43,6.91,2.93,0.49,0.7,0.7,0.35,0.35,0.0,0.0,0.35,2.09,1.19,5.66,5.1,1.82,8.59,12.15,0.0289,52.57,62.14,0.4583,39.87,45.59,0.4664999999999999,29.18,32.12,0.4760999999999999,2.72,2.51,0.52,2.1,2.66,0.4413,23.39,30.93,0.4306,9.7,12.43,0.4385,1.75,1.4,0.5556,18.25,24.67,0.4252,0.74,0.56,0.5714,33.99,38.62,0.4681,0.5,1.01,0.3333,0.0933,0.9217,1.015,11.24,11.94,6.21,49.5,0.644,17.45,17.04,14.31,0.5495,19,1997-06-08,Sorel-Tracy,QC,CAN,CAN,71,180,2015.0,NYI,1.0,28.0,28.0,Canada,Left,28 - Round 1 - 2015 (NYI),NYI,Entry-Level,18,,3,RFA,2019,894167,"$1,106,667.00",925000,832500,92500,212500,2016-17,73000000,0.0122488630136986,0,0.012424028,"$906,954.00","$-199,713.00"
c,antoine vermette,-,1145.05,72,15.903472222222,0.47,1.0,0.52,0.47,1.47,57.14,4.61,0.1023,0.6,8.49,6.86,4.82,2.62,0.26,0.42,2.2,0.89,0.84,0.0,0.05,0.58,1.47,0.73,2.67,3.88,2.36,38.99,23.63,0.0326,57.17,55.33,0.5082,43.07,41.92,0.5068,30.13,28.87,0.5107,2.57,2.46,0.5104,2.8,2.57,0.5213,25.47,25.31,0.5015,11.06,10.74,0.5072,1.52,1.62,0.4833,19.21,19.42,0.4972999999999999,0.91,0.49,0.65,39.66,37.16,0.5163,0.53,0.61,0.4667,0.0852,0.9147,1.0,15.2,11.69,19.07,44.28,0.4434,22.11,15.98,32.07,0.4081,33,1982-07-20,St. Agapit,QC,CAN,CAN,73,197,2000.0,OTT,2.0,25.0,55.0,Canada,Left,55 - Round 2 - 2000 (OTT),ANA,Standard (1-way),33,NMC,2,UFA,2018,1750000,"$1,750,000.00",1750000,1750000,0,0,2016-17,73000000,0.023972602739726,0,0.036638644,"$2,674,620.00","$924,620.00"
c,anze kopitar,lak,1578.2333333333,76,20.766228070175,0.46,1.52,0.84,0.68,1.98,71.23,5.7,0.08,0.7,11.02,8.44,7.11,2.93,0.42,0.95,1.06,0.49,0.49,0.0,0.0,0.99,1.41,1.1,2.97,2.89,2.24,33.91,30.45,0.02,65.77,48.89,0.5736,48.21,36.84,0.5668,32.85,25.97,0.5585,2.78,2.74,0.5034000000000001,3.23,2.58,0.5559000000000001,32.47,23.72,0.5778,12.09,9.12,0.5699000000000001,1.6,1.67,0.4884,27.17,19.46,0.5826,0.66,0.56,0.5417000000000001,42.28,30.64,0.5798,0.93,0.6,0.6071,0.0844999999999999,0.8946,0.979,13.65,13.76,12.39,31.17,0.5241,26.8,21.71,23.19,0.5361,28,1987-08-24,Jesenice,SVN,SVN,,75,225,2005.0,L.A,1.0,11.0,,Slovenia,Left,11 - Round 1 - 2005 (LAK),LAK,Standard (1-way),28,NMC,8,UFA,2024,10000000,"$10,000,000.00",14000000,5000000,9000000,0,2016-17,73000000,0.136986301369863,0,0.09154768,"$6,682,980.00","$-3,317,020.00"
